Text,Sentiment,word_count,char_count,clean_text,pred_label_GPT,pred_label_RoBERTa
"DECK all on deck as the shorts scramble to cover - pop, pop boom!! uckly they don't wear ggs in Cyprus",1,21,102,deck deck short scramble cover pop pop boom uckly wear ggs cyprus,0,1
HEK still waiting for the breakout above 4. 10ema is support down at 4.2.,1,14,73,hek still waiting breakout ema support,0,1
SEV from yest post/entry out 100% +.20,1,7,38,sev yest post entry,1,1
JB IDTI lookn for a trade,1,6,25,idti lookn trade,0,0
good stuff for TSA here  ,1,5,25,good stuff tsa,1,1
OC XX also watchn for a long,1,7,28,also watchn long,0,1
user: CEN nice orderly channel. setting up for higher prices IMO. volume confirmation of course.  ,1,15,98,user cen nice orderly channel setting higher price imo volume confirmation course,1,1
CSOD  Expands Presence in Public Sector to Drive Continued Momentum  ,1,10,69,csod expands presence public sector drive continued momentum,1,1
OWEED STOP IN FCX to 33.12.,0,6,27,oweed stop fcx,0,0
TSO on the move. Breakout watch over 60 on volume.,1,10,50,tso move breakout watch volume,1,1
VNG getting more 2.80 thats bottom,1,6,34,vng getting thats bottom,1,0
"GOOG puts worked today, and so did CEG calls    (V options +100% this week)",1,14,75,goog put worked today ceg call option week,1,1
NN looking quite bearish at the moment.,0,7,39,looking quite bearish moment,0,0
NG bearish action today looking like a top as nat gas jumps.,0,12,60,bearish action today looking like top nat gas jump,0,0
SCHW - we added more to the long today,1,9,38,schw added long today,1,1
"SGMO current 1st target is 10.03, and second is 10.32. Darn it.",1,12,63,sgmo current st target second darn,0,0
AIG in 38.50 w Put  target around 37.90,0,8,39,aig put target around,0,1
GOOG  ?Qu? esperas para caer de una vez?,0,8,40,goog esperas para caer una vez,0,1
"GOOG  Dont you see what is AAP doing? Fall Fall, damn it....",0,12,60,goog dont see aap fall fall damn,0,0
AAP big time drop today on a day when market is up SPY,0,13,54,aap big time drop today day market spy,0,0
"GOOG in the 795 puts for .55, AAP is Crashing!",0,10,46,goog put aap crashing,0,0
GOOG Slipping!,0,2,14,goog slipping,0,0
"GOOG  The leaders move first and then the index follow, and not the other way around...",0,16,87,goog leader move first index follow way around,0,1
GOOG New OD!,0,3,12,goog new,0,1
GOOG and AAP  they want out for April earnings?,0,9,47,goog aap want april earnings,0,1
AAP Support at 442ish and then gap fill below.   ,0,9,49,aap support ish gap fill,0,1
VVS pop with volume,1,4,19,vvs pop volume,1,1
user: AAP trying to bottom soon.  It may take 1-2 wks with a target low of 430-440.  ,1,17,85,user aap trying bottom soon may take wks target low,0,1
Watch APC under 88.,0,4,19,watch apc,0,1
APC weeeee,0,2,10,apc weeeee,0,1
"GOOG both FB and AAP down almost 2%, trap door coming for the GOOG!",0,14,67,goog aap almost trap door coming goog,0,0
"DE putting in a bearish engulfing so far, probably needs to test the 200 day ma   ",0,16,82,putting bearish engulfing far probably need test day,0,0
"user: GOOG next stop 750 area ?~~First has a date with the 50 SMA - EMA, if it goes below that then you?ll be right",0,25,115,user goog next stop area first date sma ema go right,0,1
MA daily had red dot but will confirm it with cross of PWmo2 white.  ,0,14,69,daily red dot confirm cross pwmo white,0,1
 we all know what happens to broken momo plays right?,0,10,53,know happens broken momo play right,0,0
AAP trying short here,0,4,21,aap trying short,0,1
bought some SAAS on breakout with volume,1,7,40,bought saas breakout volume,1,1
NVDA looks super coiled and nice,1,6,32,nvda look super coiled nice,1,1
VNG Just bought this on a whim at 2.83 this AM... Wow. What a pick. ZNGA same thing will happen... hold on longs.,1,23,113,vng bought whim wow pick znga thing happen hold longs,1,1
any news here? EBAY,1,4,19,news ebay,0,1
VNG was so nice so quick almost too quick but not fast enough nailed 3.10+ sells still holding some looks great -everyone will love it now,1,26,138,vng nice quick almost quick fast enough nailed sell still holding look great everyone love,1,1
"Green Weekly Triangle on JB,.....Scaling p on ong Position  ",1,9,60,green weekly triangle scaling ong position,1,1
"I will short CAT under 86.65., I also like CAM short.",0,11,53,short cat also like cam short,0,1
VNG took some offt table from 2.75 longs today at 3.20 - still holding big part overnight too,1,18,93,vng took offt table longs today still holding big part overnight,1,1
APP on a tear. Great short-squeeze play.,1,7,40,app tear great short squeeze play,1,1
AAP please fasten yor seatbelts and enjoy the ride....,0,9,54,aap please fasten yor seatbelt enjoy ride,0,1
AAP... you're going to have a tradable bounce on the heels of this post-triangle breakdown.,1,15,91,aap going tradable bounce heel post triangle breakdown,0,1
"sky rockets in flight, afternoon delight EBAY",1,7,45,sky rocket flight afternoon delight ebay,0,1
"BBY It was interesting to hear on CNBC that there are big companies interested in this company, including Microsoft, Amazon,.. AMZN MSFT",1,22,136,bby interesting hear cnbc big company interested company including microsoft amazon amzn msft,1,1
"user I'm an analyst, after/while I analyze zagg, I know for a fact it is a dog with fleas. I know much more than you, trust me.",0,27,127,user analyst analyze zagg know fact dog flea know much trust,0,1
AFFY iftoff Short squeeze?,1,4,26,affy iftoff short squeeze,0,1
EBAY Management should be fired on that comment alone. What were you waiting for knuckleheads,1,15,93,ebay management fired comment alone waiting knucklehead,0,0
"AFFY 30 just two months ago, intrinsic value in the IP and 400M in back tax losses.",1,17,83,affy two month ago intrinsic value back tax loss,0,0
DDD shows support at 30 good buy along with XONE PCP PB DASTY ONVO CIMT which mentioned yesterday was nice entry 3D imaging=Future,1,23,130,ddd show support good buy along xone pcp dasty onvo cimt mentioned yesterday nice entry imaging future,1,1
AAP China intensifies attacks on Apple   ,0,6,41,aap china intensifies attack apple,0,0
"AFFY looking for a double like PX here, 75% shrs shorted just like PX.",1,14,70,affy looking double like shrs shorted like,0,0
On the other hand u have AMZN who is takg the baseball bat approach to building the moat They have no fear doing that Invest Jeff Invest!,1,27,137,hand amzn takg baseball bat approach building moat fear invest jeff invest,1,0
ONVO I think we're all waiting for a little dip DDD was a nice entry yesterday OC Apr 20 call options a few days ago at 32 strike,1,28,129,onvo think waiting little dip ddd nice entry yesterday apr call option day ago strike,0,1
Why are more people not talking about this China News??? Big Deal Imo! AAP China intensifies attacks on Apple  ,0,19,111,people talking china news big deal imo aap china intensifies attack apple,0,0
BBY Downgraded by GS... SE,0,5,26,bby downgraded,0,0
AEG and DECK if anyone can find shares. Good Shorts imo.,0,11,56,aeg deck anyone find share good short imo,0,1
AAP (daily) Three Black Crows and 50 (ema) teaming up**  ,0,10,57,aap daily three black crow ema teaming,0,1
Milwaukee's CAT to lay off 300 employees in So. Mke branch  ,0,11,60,milwaukee cat lay employee mke branch,0,0
user: user: AAP (daily) Three Black Crows and 50 (ema) teaming up**  ,0,12,69,user user aap daily three black crow ema teaming,0,1
AAP Full Stoch analysis yesterday   ,0,5,36,aap full stoch analysis yesterday,0,1
"S hmmm, I dunno, I think this has some upside, what do you think?  ",1,14,67,hmmm dunno think upside think,0,0
"CXW this stock is so underowned and played, nice breakout setting up here  ",1,13,75,cxw stock underowned played nice breakout setting,1,1
AFFY un to DOBE continues,1,5,25,affy dobe continues,0,1
Major game consoles now stream 6 month old games at heavily reduced price.There won't be any need for physical used games anymore. GME to 0,0,25,139,major game console stream month old game heavily reduced price need physical used game anymore gme,0,1
VMI GOOG punch below bottom BB. both are ridiculously oversold imo.,1,11,67,vmi goog punch bottom ridiculously oversold imo,0,0
BAC is like watching a plant grow ;-) But my DO.to position is up 2.75% today !!!   :),1,18,86,bac like watching plant grow position today,1,1
AAP China news will Catch Fire this weekend just watch!,0,10,55,aap china news catch fire weekend watch,1,0
VNG going to more hod's this is great so long under 3.00 thanks for following,1,15,77,vng going hod great long thanks following,1,1
DECK just like magic.,0,4,21,deck like magic,0,1
BAC OPEX in Work !!! ,1,5,21,bac opex work,0,1
oh APC....,0,2,10,apc,0,1
Full Analysis Blog Post from yesterday Watch That 50! (EMA) - AAP   ,0,12,68,full analysis blog post yesterday watch ema aap,0,1
VNG I bought at 2.78 then went to bathroom just like any normal day came back and at 3.27 - what a poop lol,1,24,107,vng bought went bathroom like normal day came back poop lol,0,0
"CSN,....Descending Triangle Formation, please check any adding on position open, Akstergi .......  ",0,12,99,csn descending triangle formation please check adding position open akstergi,0,0
"user check my post about CSN, it is for you",0,10,43,user check post csn,0,1
"ast wave of gaming consoles was released Nov '05 - Nov '06, look at GME price that year and the year after",1,22,106,ast wave gaming console released nov nov look gme price year year,0,1
"GM, DA and TSA shorts all did well today in an up market.  Tell's me these were good choices to short.",0,21,102,tsa short well today market tell good choice short,0,1
MS long very close to my stop of 21.50. Not looking good on this one. ooking back I broke my long-side rule of solid earnings delivery.,0,26,135,long close stop looking good one ooking back broke long side rule solid earnings delivery,0,1
Winners today in my long term portfolio: SP XV MGK BO COH IBM EWH  ,1,14,67,winner today long term portfolio mgk coh ibm ewh,1,1
"V looking extended here, could pull back 15 - 20 dollars.  Strong company though, too dangerous for me to short me thinks.",0,22,122,looking extended could pull back dollar strong company though dangerous short think,0,0
AAP ..final shakeout before earnings?  long and using tight stop of 437 or its toast    ,1,15,88,aap final shakeout earnings long using tight stop toast,0,1
"user NOV went up nicely this week, no doubt.  Not the only story in the market...no reason to be here...move on.  Pick another stock.",0,24,133,user nov went nicely week doubt story market reason move pick another stock,0,1
NVDA confirmed my previous analyse & broke decisively above its 200SMA. Bullish setup  ,1,13,87,nvda confirmed previous analyse broke decisively sma bullish setup,1,1
AD Next buy point would be on the day it blows through 1.95 on heavy volume.  ,1,16,78,next buy point would day blow heavy volume,0,1
ASTX Daily technical indicators are bullish. Breakout watch over 4.58   ,1,10,72,astx daily technical indicator bullish breakout watch,1,1
VNG allied hard Friday w volume.If it clears back over 3.43 50SMA may have some good upside  ,1,17,93,vng allied hard friday volume clear back sma may good upside,1,1
ooks ready to make new highs. 9&20 SMAs are both rising w S trading above them. Breakout over 6.22  ,1,19,100,ooks ready make new high smas rising trading breakout,1,1
With strong cash position/margins improving/ 0 debt & new devices being launched BBY is definitely a takeover candidate CSCO AMZN INTC,1,21,134,strong cash position margin improving debt new device launched bby definitely takeover candidate csco amzn intc,1,1
"My Fox Business appearance yesterday.  Still bullish NFX, GMC, CST.   ",1,10,70,fox business appearance yesterday still bullish nfx gmc cst,1,1
KWK This deal gives Quicksilver ample liquidity for expanded production going into 2H 2013 & early 2014.This is a 4-5 stock trading ~ 2,1,24,135,kwk deal give quicksilver ample liquidity expanded production going early stock trading,1,1
VNG let this V run up next week to the mid 4's or higher. I will sell & jump back in when falls the next few weeks. Been in this too,1,31,132,vng let run next week mid higher sell jump back fall next week,0,1
Identified this topping pattern wks ago(  )  Here is the AAP / GOOG  update  ,0,14,77,identified topping pattern wks ago aap goog update,0,1
Next week a nice pull back to 438 on AAP and 787 on GOOG could really set the QQQ up for it's run over 70.,1,25,106,next week nice pull back aap goog could really set qqq run,0,1
SBX As long as the 50EMA holds on a closing basis at 55.89 I remain bullish.   ,1,16,79,sbx long ema hold closing basis remain bullish,1,1
MSFT broke out of a major resistance Thursday and may be headed higher from here.  ,1,15,83,msft broke major resistance thursday may headed higher,1,1
